scenario,repetition,target_user,authorized_attempt,legacy_authenticated,secure_authenticated,legacy_unauthorized_access,secure_unauthorized_access,legacy_rows_exposed,secure_rows_exposed,database_intact
comment_bypass,4,student_021,False,True,False,True,False,1,0,True
comment_bypass,1,student_022,False,True,False,True,False,1,0,True
comment_bypass,2,student_022,False,True,False,True,False,1,0,True
comment_bypass,3,student_022,False,True,False,True,False,1,0,True
comment_bypass,4,student_022,False,True,False,True,False,1,0,True
comment_bypass,1,student_023,False,True,False,True,False,1,0,True
comment_bypass,2,student_023,False,True,False,True,False,1,0,True
comment_bypass,3,student_023,False,True,False,True,False,1,0,True
comment_bypass,4,student_023,False,True,False,True,False,1,0,True
comment_bypass,1,student_024,False,True,False,True,False,1,0,True
comment_bypass,2,student_024,False,True,False,True,False,1,0,True
comment_bypass,3,student_024,False,True,False,True,False,1,0,True
comment_bypass,4,student_024,False,True,False,True,False,1,0,True
union_exposure,1,student_000,False,False,False,False,False,25,0,True
union_exposure,2,student_000,False,False,False,False,False,25,0,True
union_exposure,3,student_000,False,False,False,False,False,25,0,True
union_exposure,4,student_000,False,False,False,False,False,25,0,True
union_exposure,1,student_001,False,False,False,False,False,25,0,True
union_exposure,2,student_001,False,False,False,False,False,25,0,True
union_exposure,3,student_001,False,False,False,False,False,25,0,True
union_exposure,4,student_001,False,False,False,False,False,25,0,True
union_exposure,1,student_002,False,False,False,False,False,25,0,True
union_exposure,2,student_002,False,False,False,False,False,25,0,True
union_exposure,3,student_002,False,False,False,False,False,25,0,True
union_exposure,4,student_002,False,False,False,False,False,25,0,True
union_exposure,1,student_003,False,False,False,False,False,25,0,True
union_exposure,2,student_003,False,False,False,False,False,25,0,True
union_exposure,3,student_003,False,False,False,False,False,25,0,True
union_exposure,4,student_003,False,False,False,False,False,25,0,True
union_exposure,1,student_004,False,False,False,False,False,25,0,True
union_exposure,2,student_004,False,False,False,False,False,25,0,True
union_exposure,3,student_004,False,False,False,False,False,25,0,True
union_exposure,4,student_004,False,False,False,False,False,25,0,True
union_exposure,1,student_005,False,False,False,False,False,25,0,True
union_exposure,2,student_005,False,False,False,False,False,25,0,True
union_exposure,3,student_005,False,False,False,False,False,25,0,True
union_exposure,4,student_005,False,False,False,False,False,25,0,True
union_exposure,1,student_006,False,False,False,False,False,25,0,True
union_exposure,2,student_006,False,False,False,False,False,25,0,True
union_exposure,3,student_006,False,False,False,False,False,25,0,True
union_exposure,4,student_006,False,False,False,False,False,25,0,True
union_exposure,1,student_007,False,False,False,False,False,25,0,True
union_exposure,2,student_007,False,False,False,False,False,25,0,True
union_exposure,3,student_007,False,False,False,False,False,25,0,True
union_exposure,4,student_007,False,False,False,False,False,25,0,True
union_exposure,1,student_008,False,False,False,False,False,25,0,True
union_exposure,2,student_008,False,False,False,False,False,25,0,True
union_exposure,3,student_008,False,False,False,False,False,25,0,True
union_exposure,4,student_008,False,False,False,False,False,25,0,True
union_exposure,1,student_009,False,False,False,False,False,25,0,True
union_exposure,2,student_009,False,False,False,False,False,25,0,True
union_exposure,3,student_009,False,False,False,False,False,25,0,True
union_exposure,4,student_009,False,False,False,False,False,25,0,True
union_exposure,1,student_010,False,False,False,False,False,25,0,True
union_exposure,2,student_010,False,False,False,False,False,25,0,True
union_exposure,3,student_010,False,False,False,False,False,25,0,True
union_exposure,4,student_010,False,False,False,False,False,25,0,True
union_exposure,1,student_011,False,False,False,False,False,25,0,True
union_exposure,2,student_011,False,False,False,False,False,25,0,True
union_exposure,3,student_011,False,False,False,False,False,25,0,True
union_exposure,4,student_011,False,False,False,False,False,25,0,True
union_exposure,1,student_012,False,False,False,False,False,25,0,True
union_exposure,2,student_012,False,False,False,False,False,25,0,True
union_exposure,3,student_012,False,False,False,False,False,25,0,True
union_exposure,4,student_012,False,False,False,False,False,25,0,True
union_exposure,1,student_013,False,False,False,False,False,25,0,True
union_exposure,2,student_013,False,False,False,False,False,25,0,True
union_exposure,3,student_013,False,False,False,False,False,25,0,True
union_exposure,4,student_013,False,False,False,False,False,25,0,True
union_exposure,1,student_014,False,False,False,False,False,25,0,True
union_exposure,2,student_014,False,False,False,False,False,25,0,True
union_exposure,3,student_014,False,False,False,False,False,25,0,True
union_exposure,4,student_014,False,False,False,False,False,25,0,True
union_exposure,1,student_015,False,False,False,False,False,25,0,True
union_exposure,2,student_015,False,False,False,False,False,25,0,True
union_exposure,3,student_015,False,False,False,False,False,25,0,True
union_exposure,4,student_015,False,False,False,False,False,25,0,True
union_exposure,1,student_016,False,False,False,False,False,25,0,True
union_exposure,2,student_016,False,False,False,False,False,25,0,True
union_exposure,3,student_016,False,False,False,False,False,25,0,True
union_exposure,4,student_016,False,False,False,False,False,25,0,True
union_exposure,1,student_017,False,False,False,False,False,25,0,True
union_exposure,2,student_017,False,False,False,False,False,25,0,True
union_exposure,3,student_017,False,False,False,False,False,25,0,True
union_exposure,4,student_017,False,False,False,False,False,25,0,True
union_exposure,1,student_018,False,False,False,False,False,25,0,True
union_exposure,2,student_018,False,False,False,False,False,25,0,True
union_exposure,3,student_018,False,False,False,False,False,25,0,True
union_exposure,4,student_018,False,False,False,False,False,25,0,True
union_exposure,1,student_019,False,False,False,False,False,25,0,True
union_exposure,2,student_019,False,False,False,False,False,25,0,True
union_exposure,3,student_019,False,False,False,False,False,25,0,True
union_exposure,4,student_019,False,False,False,False,False,25,0,True
union_exposure,1,student_020,False,False,False,False,False,25,0,True
union_exposure,2,student_020,False,False,False,False,False,25,0,True
union_exposure,3,student_020,False,False,False,False,False,25,0,True
union_exposure,4,student_020,False,False,False,False,False,25,0,True
union_exposure,1,student_021,False,False,False,False,False,25,0,True
union_exposure,2,student_021,False,False,False,False,False,25,0,True
union_exposure,3,student_021,False,False,False,False,False,25,0,True
union_exposure,4,student_021,False,False,False,False,False,25,0,True
union_exposure,1,student_022,False,False,False,False,False,25,0,True
union_exposure,2,student_022,False,False,False,False,False,25,0,True
union_exposure,3,student_022,False,False,False,False,False,25,0,True
union_exposure,4,student_022,False,False,False,False,False,25,0,True
union_exposure,1,student_023,False,False,False,False,False,25,0,True
union_exposure,2,student_023,False,False,False,False,False,25,0,True
union_exposure,3,student_023,False,False,False,False,False,25,0,True
union_exposure,4,student_023,False,False,False,False,False,25,0,True
union_exposure,1,student_024,False,False,False,False,False,25,0,True
union_exposure,2,student_024,False,False,False,False,False,25,0,True
union_exposure,3,student_024,False,False,False,False,False,25,0,True
union_exposure,4,student_024,False,False,False,False,False,25,0,True
