data_classification,seed,tag,material,attenuation_db,distance_cm,repetition,modeled_read_probability,read_success
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,13,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,13,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,13,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,13,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,13,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,14,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,14,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,14,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,14,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,14,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,14,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,14,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,14,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,14,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,14,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,15,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,15,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,15,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,15,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,15,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,15,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,15,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,15,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,15,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,aluminum_foil,24.0,15,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,1,1,0.925943,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,1,2,0.925943,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,1,3,0.925943,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,1,4,0.925943,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,1,5,0.925943,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,1,6,0.925943,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,1,7,0.925943,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,1,8,0.925943,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,1,9,0.925943,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,1,10,0.925943,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,2,1,0.2601,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,2,2,0.2601,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,2,3,0.2601,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,2,4,0.2601,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,2,5,0.2601,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,2,6,0.2601,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,2,7,0.2601,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,2,8,0.2601,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,2,9,0.2601,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,2,10,0.2601,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,3,1,0.009787,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,3,2,0.009787,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,3,3,0.009787,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,3,4,0.009787,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,3,5,0.009787,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,3,6,0.009787,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,3,7,0.009787,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,3,8,0.009787,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,3,9,0.009787,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,3,10,0.009787,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,4,1,0.000278,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,4,2,0.000278,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,4,3,0.000278,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,4,4,0.000278,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,4,5,0.000278,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,4,6,0.000278,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,4,7,0.000278,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,4,8,0.000278,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,4,9,0.000278,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,4,10,0.000278,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,5,1,8e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,5,2,8e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,5,3,8e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,5,4,8e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,5,5,8e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,5,6,8e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,5,7,8e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,5,8,8e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,5,9,8e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,5,10,8e-06,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,6,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,6,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,6,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,6,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,6,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,6,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,6,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,6,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,6,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,6,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,7,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,7,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,7,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,7,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,7,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,7,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,7,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,7,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,7,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,7,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,8,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,8,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,8,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,8,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,8,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,8,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,8,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,8,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,8,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,8,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,9,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,9,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,9,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,9,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,9,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,9,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,9,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,9,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,9,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,9,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,10,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,10,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,10,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,10,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,10,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,10,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,10,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,10,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,10,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,10,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,11,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,11,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,11,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,11,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,11,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,11,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,11,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,11,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,11,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,11,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,12,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,12,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,12,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,12,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,12,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,12,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,12,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,12,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,12,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,12,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,13,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,13,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,13,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,13,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,13,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,13,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,13,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,13,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,13,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,13,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,14,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,14,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,14,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,14,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,14,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,14,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,14,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,14,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,14,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,14,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,15,1,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,15,2,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,15,3,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,15,4,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,15,5,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,15,6,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,15,7,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,15,8,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,15,9,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,copper_foil,28.0,15,10,0.0,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,1,1,0.840009,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,1,2,0.840009,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,1,3,0.840009,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,1,4,0.840009,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,1,5,0.840009,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,1,6,0.840009,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,1,7,0.840009,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,1,8,0.840009,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,1,9,0.840009,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,1,10,0.840009,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,2,1,0.128629,True
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,2,2,0.128629,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,2,3,0.128629,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,2,4,0.128629,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,2,5,0.128629,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,2,6,0.128629,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,2,7,0.128629,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,2,8,0.128629,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,2,9,0.128629,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,2,10,0.128629,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,3,1,0.004133,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,3,2,0.004133,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,3,3,0.004133,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,3,4,0.004133,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,3,5,0.004133,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,3,6,0.004133,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,3,7,0.004133,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,3,8,0.004133,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,3,9,0.004133,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,3,10,0.004133,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,4,1,0.000117,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,4,2,0.000117,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,4,3,0.000117,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,4,4,0.000117,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,4,5,0.000117,False
SIMULATED DATA - NOT PHYSICAL RFID MEASUREMENTS,20260924,small_key_fob,commercial_rfid_sleeve,32.0,4,6,0.000117,False
